Link Text,URL,Type,Source Page(s),HTTP status,Active,Final URL,Notes
Implant Retained Dentures,https://www.jeffreyburns.com/restorative-dentistry/dentures/implant-retained-dentures/,internal,http://www.jeffreyburns.com/about-us/ ; http://www.jeffreyburns.com/patient-information/ ; http://www.jeffreyburns.com/patient-information/care-credit/ ; http://www.jeffreyburns.com/patient-information/dental-testimonials/ ; http://www.jeffreyburns.com/patient-information/insurance/ ; http://www.jeffreyburns.com/patient-information/new-patients/ ; http://www.jeffreyburns.com/patient-information/patient-education/ ; http://www.jeffreyburns.com/patient-information/patient-registration/ ; http://www.jeffreyburns.com/patient-information/scheduling/ ; http://www.jeffreyburns.com/restorative-dentistry/ ; +21 more,blocked/rate-limited,present-on-site / verify-blocked,https://www.jeffreyburns.com/restorative-dentistry/dentures/implant-retained-dentures/,URL was extracted from sitemap/live rendered text; independent HTTP verification blocked by Cloudflare/Jina rate limiting.
Cosmetic Dentistry | Partial Dentures | Skip to main content | partial | removable partial denture,https://www.jeffreyburns.com/restorative-dentistry/dentures/partial-dentures/,internal,http://www.jeffreyburns.com/about-us/ ; http://www.jeffreyburns.com/patient-information/ ; http://www.jeffreyburns.com/patient-information/care-credit/ ; http://www.jeffreyburns.com/patient-information/dental-testimonials/ ; http://www.jeffreyburns.com/patient-information/insurance/ ; http://www.jeffreyburns.com/patient-information/new-patients/ ; http://www.jeffreyburns.com/patient-information/patient-education/ ; http://www.jeffreyburns.com/patient-information/patient-registration/ ; http://www.jeffreyburns.com/patient-information/scheduling/ ; http://www.jeffreyburns.com/restorative-dentistry/ ; +22 more,blocked/rate-limited,present-on-site / verify-blocked,https://www.jeffreyburns.com/restorative-dentistry/dentures/partial-dentures/,URL was extracted from sitemap/live rendered text; independent HTTP verification blocked by Cloudflare/Jina rate limiting.
Rebase & Repairs | repairs,https://www.jeffreyburns.com/restorative-dentistry/dentures/rebase-repairs/,internal,http://www.jeffreyburns.com/about-us/ ; http://www.jeffreyburns.com/patient-information/ ; http://www.jeffreyburns.com/patient-information/care-credit/ ; http://www.jeffreyburns.com/patient-information/dental-testimonials/ ; http://www.jeffreyburns.com/patient-information/insurance/ ; http://www.jeffreyburns.com/patient-information/new-patients/ ; http://www.jeffreyburns.com/patient-information/patient-education/ ; http://www.jeffreyburns.com/patient-information/patient-registration/ ; http://www.jeffreyburns.com/patient-information/scheduling/ ; http://www.jeffreyburns.com/restorative-dentistry/ ; +22 more,200,yes,https://www.jeffreyburns.com/restorative-dentistry/dentures/rebase-repairs/,checked via Jina Reader (direct browser hit shows Cloudflare challenge)
Soft Liners,https://www.jeffreyburns.com/restorative-dentistry/dentures/soft-liners/,internal,http://www.jeffreyburns.com/about-us/ ; http://www.jeffreyburns.com/patient-information/ ; http://www.jeffreyburns.com/patient-information/care-credit/ ; http://www.jeffreyburns.com/patient-information/dental-testimonials/ ; http://www.jeffreyburns.com/patient-information/insurance/ ; http://www.jeffreyburns.com/patient-information/new-patients/ ; http://www.jeffreyburns.com/patient-information/patient-education/ ; http://www.jeffreyburns.com/patient-information/patient-registration/ ; http://www.jeffreyburns.com/patient-information/scheduling/ ; http://www.jeffreyburns.com/restorative-dentistry/ ; +21 more,200,yes,https://www.jeffreyburns.com/restorative-dentistry/dentures/soft-liners/,checked via Jina Reader (direct browser hit shows Cloudflare challenge)
Full Mouth Reconstruction,https://www.jeffreyburns.com/restorative-dentistry/full-mouth-reconstruction/,internal,http://www.jeffreyburns.com/about-us/ ; http://www.jeffreyburns.com/patient-information/ ; http://www.jeffreyburns.com/patient-information/care-credit/ ; http://www.jeffreyburns.com/patient-information/dental-testimonials/ ; http://www.jeffreyburns.com/patient-information/insurance/ ; http://www.jeffreyburns.com/patient-information/new-patients/ ; http://www.jeffreyburns.com/patient-information/patient-education/ ; http://www.jeffreyburns.com/patient-information/patient-registration/ ; http://www.jeffreyburns.com/patient-information/scheduling/ ; http://www.jeffreyburns.com/restorative-dentistry/ ; +21 more,200,yes,https://www.jeffreyburns.com/restorative-dentistry/full-mouth-reconstruction/,checked via Jina Reader (direct browser hit shows Cloudflare challenge)
L-PRF grafting and Osstell IDX,https://www.jeffreyburns.com/restorative-dentistry/l-prf-grafting-and-osstell-idx/,internal,http://www.jeffreyburns.com/about-us/ ; http://www.jeffreyburns.com/patient-information/ ; http://www.jeffreyburns.com/patient-information/care-credit/ ; http://www.jeffreyburns.com/patient-information/dental-testimonials/ ; http://www.jeffreyburns.com/patient-information/insurance/ ; http://www.jeffreyburns.com/patient-information/new-patients/ ; http://www.jeffreyburns.com/patient-information/patient-education/ ; http://www.jeffreyburns.com/patient-information/patient-registration/ ; http://www.jeffreyburns.com/patient-information/scheduling/ ; http://www.jeffreyburns.com/restorative-dentistry/ ; +22 more,blocked/rate-limited,present-on-site / verify-blocked,https://www.jeffreyburns.com/restorative-dentistry/l-prf-grafting-and-osstell-idx/,URL was extracted from sitemap/live rendered text; independent HTTP verification blocked by Cloudflare/Jina rate limiting.
Cosmetic Dentistry | Root Canal | Root Canals | Root canals | Skip to main content,https://www.jeffreyburns.com/restorative-dentistry/root-canal/,internal,http://www.jeffreyburns.com/about-us/ ; http://www.jeffreyburns.com/about-us/advanced-technology/ ; http://www.jeffreyburns.com/patient-information/ ; http://www.jeffreyburns.com/patient-information/care-credit/ ; http://www.jeffreyburns.com/patient-information/dental-testimonials/ ; http://www.jeffreyburns.com/patient-information/insurance/ ; http://www.jeffreyburns.com/patient-information/new-patients/ ; http://www.jeffreyburns.com/patient-information/patient-education/ ; http://www.jeffreyburns.com/patient-information/patient-registration/ ; http://www.jeffreyburns.com/patient-information/scheduling/ ; +22 more,200,yes,https://www.jeffreyburns.com/restorative-dentistry/root-canal/,checked via Jina Reader (direct browser hit shows Cloudflare challenge)
,https://www.jeffreyburns.com/single-vs-multiple-tooth-implants/,internal,https://www.jeffreyburns.com/single-vs-multiple-tooth-implants/,blocked/rate-limited,present-on-site / verify-blocked,https://www.jeffreyburns.com/single-vs-multiple-tooth-implants/,URL was extracted from sitemap/live rendered text; independent HTTP verification blocked by Cloudflare/Jina rate limiting.
Sitemap,https://www.jeffreyburns.com/sitemap/,internal,http://www.jeffreyburns.com/about-us/ ; http://www.jeffreyburns.com/patient-information/ ; http://www.jeffreyburns.com/patient-information/care-credit/ ; http://www.jeffreyburns.com/patient-information/insurance/ ; http://www.jeffreyburns.com/patient-information/new-patients/ ; http://www.jeffreyburns.com/patient-information/patient-education/ ; http://www.jeffreyburns.com/patient-information/patient-registration/ ; http://www.jeffreyburns.com/patient-information/scheduling/ ; http://www.jeffreyburns.com/restorative-dentistry/ ; http://www.jeffreyburns.com/restorative-dentistry/dental-fillings/ ; +18 more,blocked/rate-limited,present-on-site / verify-blocked,https://www.jeffreyburns.com/sitemap/,URL was extracted from sitemap/live rendered text; independent HTTP verification blocked by Cloudflare/Jina rate limiting.
,https://www.jeffreyburns.com/types-of-dental-implants-guide/,internal,https://www.jeffreyburns.com/types-of-dental-implants-guide/,blocked/rate-limited,present-on-site / verify-blocked,https://www.jeffreyburns.com/types-of-dental-implants-guide/,URL was extracted from sitemap/live rendered text; independent HTTP verification blocked by Cloudflare/Jina rate limiting.
dental implants,https://www.jeffreyburns.com/what-are-tooth-implants/,internal,https://www.jeffreyburns.com/single-vs-multiple-tooth-implants/,blocked/rate-limited,present-on-site / verify-blocked,https://www.jeffreyburns.com/what-are-tooth-implants/,URL was extracted from sitemap/live rendered text; independent HTTP verification blocked by Cloudflare/Jina rate limiting.
9626 South Congress St,https://maps.app.goo.gl/F2e2swXCUEK6M6GN6,map,http://www.jeffreyburns.com/about-us/ ; http://www.jeffreyburns.com/patient-information/ ; http://www.jeffreyburns.com/patient-information/care-credit/ ; http://www.jeffreyburns.com/patient-information/insurance/ ; http://www.jeffreyburns.com/patient-information/new-patients/ ; http://www.jeffreyburns.com/patient-information/patient-education/ ; http://www.jeffreyburns.com/patient-information/patient-registration/ ; http://www.jeffreyburns.com/patient-information/scheduling/ ; http://www.jeffreyburns.com/restorative-dentistry/ ; http://www.jeffreyburns.com/restorative-dentistry/dental-fillings/ ; +20 more,200,yes,"https://www.google.com/maps/place/Jeffrey+S.+Burns+DDS/@38.6419482,-78.6755002,704m/data=!3m2!1e3!4b1!4m6!3m5!1s0x89b4f8610ded28b7:0x78d4eccc2189b119!8m2!3d38.6419482!4d-78.6755002!16s%2Fg%2F1tdvl1f0!5m1!1e1?entry=tts&g_ep=EgoyMDI1MDcyMy4wIPu8ASoASAFQAw%3D%3D&skid=c0815a9e-a72d-4e2d-913d-173f129f7bc7",redirects
"Jeffrey S. Burns DDS 9626 South Congress St New Market, VA 22844",https://maps.app.goo.gl/KK9iVVres1ChEAps6,map,http://www.jeffreyburns.com/about-us/ ; http://www.jeffreyburns.com/patient-information/ ; http://www.jeffreyburns.com/patient-information/care-credit/ ; http://www.jeffreyburns.com/patient-information/insurance/ ; http://www.jeffreyburns.com/patient-information/new-patients/ ; http://www.jeffreyburns.com/patient-information/patient-education/ ; http://www.jeffreyburns.com/patient-information/patient-registration/ ; http://www.jeffreyburns.com/patient-information/scheduling/ ; http://www.jeffreyburns.com/restorative-dentistry/ ; http://www.jeffreyburns.com/restorative-dentistry/dental-fillings/ ; +18 more,200,yes,"https://www.google.com/maps/place/Jeffrey+S.+Burns+DDS/@38.6419482,-78.6755002,737m/data=!3m2!1e3!4b1!4m6!3m5!1s0x89b4f8610ded28b7:0x78d4eccc2189b119!8m2!3d38.6419482!4d-78.6755002!16s%2Fg%2F1tdvl1f0?entry=tts&g_ep=EgoyMDI1MDcyMy4wIPu8ASoASAFQAw%3D%3D&skid=baf713a7-ce5c-4b71-be09-3d2845f08082",redirects
Jeffrey S. Burns DDS Facebook page,https://www.facebook.com/JeffreySBurnsDDS/,social,http://www.jeffreyburns.com/about-us/ ; http://www.jeffreyburns.com/patient-information/ ; http://www.jeffreyburns.com/patient-information/care-credit/ ; http://www.jeffreyburns.com/patient-information/insurance/ ; http://www.jeffreyburns.com/patient-information/new-patients/ ; http://www.jeffreyburns.com/patient-information/patient-education/ ; http://www.jeffreyburns.com/patient-information/patient-registration/ ; http://www.jeffreyburns.com/patient-information/scheduling/ ; http://www.jeffreyburns.com/restorative-dentistry/ ; http://www.jeffreyburns.com/restorative-dentistry/dental-fillings/ ; +20 more,200,yes,https://web.facebook.com/JeffreySBurnsDDS/?_rdc=1&_rdr,redirects
Jeffrey S. Burns DDS Instagram page,https://www.instagram.com/jeffreys.burnsdds/,social,http://www.jeffreyburns.com/about-us/ ; http://www.jeffreyburns.com/patient-information/ ; http://www.jeffreyburns.com/patient-information/care-credit/ ; http://www.jeffreyburns.com/patient-information/insurance/ ; http://www.jeffreyburns.com/patient-information/new-patients/ ; http://www.jeffreyburns.com/patient-information/patient-education/ ; http://www.jeffreyburns.com/patient-information/patient-registration/ ; http://www.jeffreyburns.com/patient-information/scheduling/ ; http://www.jeffreyburns.com/restorative-dentistry/ ; http://www.jeffreyburns.com/restorative-dentistry/dental-fillings/ ; +20 more,200,yes,https://www.instagram.com/jeffreys.burnsdds/,
Video 5,https://www.youtube.com/watch?v=iZmzadfLiec,social,https://www.jeffreyburns.com/implant-tooth/,200,yes,https://www.youtube.com/watch?v=iZmzadfLiec,
Video 5,https://www.youtube.com/watch?v=m2SW1gb-fr0,social,https://www.jeffreyburns.com/confidentdreamsmile/,200,yes,https://www.youtube.com/watch?v=m2SW1gb-fr0,
(540) 740-8937,tel:(540,tel,https://www.jeffreyburns.com/early-gum-disease-signs/,active format,yes,,
"Call New Market, VA Office Phone Number | Call us: 540-740-8937 | Jeffrey S. Burns DDS Office Phone Number 540-740-8937 | Jeffrey S. Burns DDS Office Phone Number Call Us Today!540-740-8937 | Jeffrey S. Burns DDS Office Phone Number Schedule an Appointment Today! Call 540-740-8937",tel:15407408937,tel,http://www.jeffreyburns.com/about-us/ ; http://www.jeffreyburns.com/patient-information/ ; http://www.jeffreyburns.com/patient-information/care-credit/ ; http://www.jeffreyburns.com/patient-information/insurance/ ; http://www.jeffreyburns.com/patient-information/new-patients/ ; http://www.jeffreyburns.com/patient-information/patient-education/ ; http://www.jeffreyburns.com/patient-information/patient-registration/ ; http://www.jeffreyburns.com/patient-information/scheduling/ ; http://www.jeffreyburns.com/restorative-dentistry/ ; http://www.jeffreyburns.com/restorative-dentistry/cerec/ ; +29 more,active format,yes,,
